"","game_id","team_id","home.away","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","winner","gameDate","gameType","attendance","arenaId","gameLabel","seriesGameNumber","gameSubLabel","coach","whos_favored","spread","total","moneyline_away","moneyline_home","h2_spread","h2_total","id_spread","id_total"
"1922","202503100CHI","IND","away",240,40,101,0.396,10,40,0.25,13,19,0.684,8,31,39,30,14,4,10,13,103,"False","2025-03-10 20:00:00","Regular Season",20697,66,"0",0,"0","Rick Carlisle","away",3.5,239.5,NA,NA,NA,NA,0,0
"1923","202503100GSW","GSW","home",240,45,85,0.529,21,41,0.512,19,21,0.905,12,28,40,35,16,5,18,16,130,"True","2025-03-10 22:00:00","Regular Season",18064,1000011,"0",0,"0","Steve Kerr","home",11.5,237.5,NA,NA,NA,NA,0,1
"1924","202503100GSW","POR","away",240,44,91,0.484,18,42,0.429,14,17,0.824,15,28,43,31,9,5,19,13,120,"False","2025-03-10 22:00:00","Regular Season",18064,1000011,"0",0,"0","Chauncey Billups","home",11.5,237.5,NA,NA,NA,NA,0,1
"1925","202503100HOU","HOU","home",240,35,89,0.393,16,43,0.372,11,18,0.611,20,43,63,20,4,4,20,18,97,"True","2025-03-10 20:00:00","Regular Season",16665,215,"0",0,"0","Ime Udoka","home",3.5,210.5,NA,NA,NA,NA,1,0
"1926","202503100HOU","ORL","away",240,28,86,0.326,8,32,0.25,20,24,0.833,13,29,42,15,10,5,9,19,84,"False","2025-03-10 20:00:00","Regular Season",16665,215,"0",0,"0","Jamahl Mosley","home",3.5,210.5,NA,NA,NA,NA,1,0
"1927","202503100MEM","MEM","home",240,40,86,0.465,17,46,0.37,23,27,0.852,11,28,39,26,9,7,15,22,120,"True","2025-03-10 20:00:00","Regular Season",16545,242,"0",0,"0","Taylor Jenkins","home",2.5,243.5,NA,NA,NA,NA,0,0
"1928","202503100MEM","PHO","away",240,41,90,0.456,20,38,0.526,16,22,0.727,15,31,46,31,6,2,16,22,118,"False","2025-03-10 20:00:00","Regular Season",16545,242,"0",0,"0","Mike Budenholzer","home",2.5,243.5,NA,NA,NA,NA,0,0
"1929","202503100MIA","MIA","home",240,39,85,0.459,10,31,0.323,14,20,0.7,11,35,46,24,7,3,16,15,102,"False","2025-03-10 19:30:00","Regular Season",19600,1000100,"0",0,"0","Erik Spoelstra","home",9.5,216.5,NA,NA,NA,NA,0,0
"1930","202503100MIA","CHO","away",240,36,86,0.419,11,44,0.25,22,23,0.957,9,27,36,26,10,6,10,16,105,"True","2025-03-10 19:30:00","Regular Season",19600,1000100,"0",0,"0","Charles Lee","home",9.5,216.5,NA,NA,NA,NA,0,0
"1931","202503100OKC","OKC","home",240,47,100,0.47,19,47,0.404,14,16,0.875,13,24,37,29,9,6,11,16,127,"False","2025-03-10 20:00:00","Regular Season",18203,1000052,"0",0,"0","Mark Daigneault","home",9.5,240.5,NA,NA,NA,NA,0,1
"1932","202503100OKC","DEN","away",240,52,86,0.605,18,32,0.563,18,20,0.9,9,34,43,32,6,5,12,18,140,"True","2025-03-10 20:00:00","Regular Season",18203,1000052,"0",0,"0","Michael Malone","home",9.5,240.5,NA,NA,NA,NA,0,1
"1933","202503100SAC","SAC","home",240,36,86,0.419,10,34,0.294,22,26,0.846,14,23,37,18,7,4,18,20,104,"False","2025-03-10 22:30:00","Regular Season",16539,609,"0",0,"0","Doug Christie","away",1.5,223.5,NA,NA,NA,NA,1,1
"1934","202503100SAC","NYK","away",240,45,84,0.536,22,40,0.55,21,26,0.808,6,34,40,34,13,1,16,24,133,"True","2025-03-10 22:30:00","Regular Season",16539,609,"0",0,"0","Tom Thibodeau","away",1.5,223.5,NA,NA,NA,NA,1,1
"1935","202503100SAS","SAS","home",240,49,94,0.521,17,41,0.415,14,24,0.583,12,26,38,29,6,2,9,24,129,"False","2025-03-10 20:30:00","Regular Season",17735,1000118,"0",0,"0","Mitch Johnson","home",6.5,233.5,NA,NA,NA,NA,0,1
"1936","202503100SAS","DAL","away",240,47,88,0.534,12,38,0.316,27,30,0.9,10,30,40,25,5,2,11,18,133,"True","2025-03-10 20:30:00","Regular Season",17735,1000118,"0",0,"0","Jason Kidd","home",6.5,233.5,NA,NA,NA,NA,0,1
"1937","202503100TOR","TOR","home",240,43,109,0.394,16,49,0.327,17,29,0.586,28,45,73,26,3,2,9,18,119,"True","2025-03-10 19:30:00","Regular Season",18739,643,"0",0,"0","Darko Rajakovic","home",6.5,232.5,NA,NA,NA,NA,1,0
"1938","202503100TOR","WAS","away",240,38,105,0.362,16,55,0.291,12,15,0.8,16,38,54,25,5,12,8,20,104,"False","2025-03-10 19:30:00","Regular Season",18739,643,"0",0,"0","Brian Keefe","home",6.5,232.5,NA,NA,NA,NA,1,0
"1939","202503110CLE","CLE","home",240,39,89,0.438,10,42,0.238,21,25,0.84,12,36,48,23,7,4,15,10,109,"True","2025-03-11 19:00:00","Regular Season",19432,1000144,"0",0,"0","Kenny Atkinson","home",14.5,223.5,NA,NA,NA,NA,0,0
"1940","202503110CLE","BRK","away",240,39,84,0.464,16,44,0.364,10,14,0.714,8,30,38,31,9,3,15,21,104,"False","2025-03-11 19:00:00","Regular Season",19432,1000144,"0",0,"0","Jordi Fernandez","home",14.5,223.5,NA,NA,NA,NA,0,0
"1941","202503110DET","DET","home",240,48,104,0.462,16,38,0.421,11,15,0.733,18,43,61,29,7,5,12,18,123,"True","2025-03-11 19:00:00","Regular Season",17699,624,"0",0,"0","J.B. Bickerstaff","home",14.5,234.5,NA,NA,NA,NA,1,0
"1942","202503110DET","WAS","away",240,37,92,0.402,13,39,0.333,16,20,0.8,12,35,47,20,7,4,13,18,103,"False","2025-03-11 19:00:00","Regular Season",17699,624,"0",0,"0","Brian Keefe","home",14.5,234.5,NA,NA,NA,NA,1,0
"1943","202503110IND","IND","home",240,44,87,0.506,13,39,0.333,14,18,0.778,5,33,38,30,11,3,10,20,115,"True","2025-03-11 19:30:00","Regular Season",15008,1000063,"0",0,"0","Rick Carlisle","home",1.5,237.5,NA,NA,NA,NA,0,0
"1944","202503110IND","MIL","away",240,43,84,0.512,14,36,0.389,14,19,0.737,6,38,44,32,4,2,15,19,114,"False","2025-03-11 19:30:00","Regular Season",15008,1000063,"0",0,"0","Doc Rivers","home",1.5,237.5,NA,NA,NA,NA,0,0
"1945","202503110NOP","NOP","home",240,47,85,0.553,17,31,0.548,16,18,0.889,12,34,46,34,7,7,19,16,127,"True","2025-03-11 20:00:00","Regular Season",17363,160,"0",0,"0","Willie Green","away",7.5,222.5,NA,NA,NA,NA,0,1
"1946","202503110NOP","LAC","away",240,46,92,0.5,14,42,0.333,14,18,0.778,11,23,34,34,10,8,11,16,120,"False","2025-03-11 20:00:00","Regular Season",17363,160,"0",0,"0","Tyronn Lue","away",7.5,222.5,NA,NA,NA,NA,0,1
"1947","202503120ATL","ATL","home",240,37,88,0.42,14,36,0.389,35,39,0.897,13,30,43,26,13,6,14,16,123,"True","2025-03-12 19:30:00","Regular Season",15901,650,"0",0,"0","Quin Snyder","home",7.5,241.5,NA,NA,NA,NA,1,0
"1948","202503120ATL","CHO","away",240,40,88,0.455,14,35,0.4,16,18,0.889,10,37,47,29,9,9,21,26,110,"False","2025-03-12 19:30:00","Regular Season",15901,650,"0",0,"0","Charles Lee","home",7.5,241.5,NA,NA,NA,NA,1,0
"1949","202503120BOS","BOS","home",240,41,94,0.436,20,63,0.317,10,12,0.833,15,26,41,25,9,6,13,25,112,"False","2025-03-12 19:30:00","Regular Season",19156,17,"0",0,"0","Joe Mazzulla","home",2.5,228.5,NA,NA,NA,NA,0,1
"1950","202503120BOS","OKC","away",240,40,82,0.488,13,37,0.351,25,35,0.714,11,33,44,19,7,2,12,17,118,"True","2025-03-12 19:30:00","Regular Season",19156,17,"0",0,"0","Mark Daigneault","home",2.5,228.5,NA,NA,NA,NA,0,1
"1951","202503120DEN","DEN","home",240,36,89,0.404,7,30,0.233,16,22,0.727,12,30,42,20,9,4,10,16,95,"False","2025-03-12 22:00:00","Regular Season",19832,1000046,"0",0,"0","Michael Malone","home",1.5,233.5,NA,NA,NA,NA,0,0
"1952","202503120DEN","MIN","away",240,43,90,0.478,17,40,0.425,12,16,0.75,12,36,48,31,7,5,15,16,115,"True","2025-03-12 22:00:00","Regular Season",19832,1000046,"0",0,"0","Chris Finch","home",1.5,233.5,NA,NA,NA,NA,0,0
"1953","202503120HOU","HOU","home",240,40,88,0.455,12,38,0.316,19,25,0.76,11,27,38,25,11,3,9,19,111,"True","2025-03-12 20:00:00","Regular Season",18055,215,"0",0,"0","Ime Udoka","home",4.5,227.5,NA,NA,NA,NA,1,0
"1954","202503120HOU","PHO","away",240,39,73,0.534,10,28,0.357,16,20,0.8,5,32,37,22,7,8,17,18,104,"False","2025-03-12 20:00:00","Regular Season",18055,215,"0",0,"0","Mike Budenholzer","home",4.5,227.5,NA,NA,NA,NA,1,0
"1955","202503120MEM","MEM","home",240,43,94,0.457,20,44,0.455,16,21,0.762,5,34,39,30,15,6,9,21,122,"True","2025-03-12 20:00:00","Regular Season",16232,242,"0",0,"0","Taylor Jenkins","home",10.5,247.5,NA,NA,NA,NA,0,0
"1956","202503120MEM","UTA","away",240,42,90,0.467,12,34,0.353,19,28,0.679,17,43,60,24,6,8,23,17,115,"False","2025-03-12 20:00:00","Regular Season",16232,242,"0",0,"0","Will Hardy","home",10.5,247.5,NA,NA,NA,NA,0,0
"1957","202503120MIA","MIA","home",240,40,84,0.476,14,37,0.378,10,14,0.714,9,20,29,27,14,3,11,17,104,"False","2025-03-12 20:00:00","Regular Season",19700,1000100,"0",0,"0","Erik Spoelstra","home",1.5,206.5,NA,NA,NA,NA,0,1
"1958","202503120MIA","LAC","away",240,45,76,0.592,13,27,0.481,16,24,0.667,11,34,45,24,7,0,18,10,119,"True","2025-03-12 20:00:00","Regular Season",19700,1000100,"0",0,"0","Tyronn Lue","home",1.5,206.5,NA,NA,NA,NA,0,1
"1959","202503120POR","POR","home",265,40,90,0.444,17,42,0.405,16,25,0.64,21,31,52,20,6,6,25,18,113,"False","2025-03-12 22:00:00","Regular Season",17510,51,"0",0,"0","Chauncey Billups","away",3.5,228.5,NA,NA,NA,NA,0,0
"1960","202503120POR","NYK","away",265,44,94,0.468,12,31,0.387,14,20,0.7,11,27,38,27,12,7,15,21,114,"True","2025-03-12 22:00:00","Regular Season",17510,51,"0",0,"0","Tom Thibodeau","away",3.5,228.5,NA,NA,NA,NA,0,0
"1961","202503120SAS","SAS","home",240,50,94,0.532,11,35,0.314,15,16,0.938,13,34,47,32,11,2,16,19,126,"True","2025-03-12 20:00:00","Regular Season",18354,1000118,"0",0,"0","Mitch Johnson","home",6.5,237.5,NA,NA,NA,NA,1,1
"1962","202503120SAS","DAL","away",240,45,81,0.556,13,32,0.406,13,17,0.765,3,28,31,30,8,0,18,12,116,"False","2025-03-12 20:00:00","Regular Season",18354,1000118,"0",0,"0","Jason Kidd","home",6.5,237.5,NA,NA,NA,NA,1,1
"1963","202503120TOR","TOR","home",240,44,100,0.44,16,40,0.4,14,18,0.778,17,42,59,33,7,5,22,17,118,"True","2025-03-12 19:30:00","Regular Season",18864,643,"0",0,"0","Darko Rajakovic","home",2.5,222.5,NA,NA,NA,NA,1,1
"1964","202503120TOR","PHI","away",240,41,96,0.427,7,35,0.2,16,22,0.727,10,30,40,19,13,11,9,20,105,"False","2025-03-12 19:30:00","Regular Season",18864,643,"0",0,"0","Nick Nurse","home",2.5,222.5,NA,NA,NA,NA,1,1
"1965","202503130CHI","CHI","home",240,41,90,0.456,11,37,0.297,23,26,0.885,13,34,47,24,8,4,8,16,116,"True","2025-03-13 20:00:00","Regular Season",21647,66,"0",0,"0","Billy Donovan","home",1.5,230.5,NA,NA,NA,NA,1,0
"1966","202503130CHI","BRK","away",240,43,96,0.448,11,34,0.324,13,18,0.722,15,35,50,32,6,7,9,26,110,"False","2025-03-13 20:00:00","Regular Season",21647,66,"0",0,"0","Jordi Fernandez","home",1.5,230.5,NA,NA,NA,NA,1,0
"1967","202503130DET","DET","home",240,39,85,0.459,10,30,0.333,37,43,0.86,9,32,41,23,8,6,12,23,125,"False","2025-03-13 19:00:00","Regular Season",20062,624,"0",0,"0","J.B. Bickerstaff","home",13.5,234.5,NA,NA,NA,NA,0,1
"1968","202503130DET","WAS","away",240,43,90,0.478,20,45,0.444,23,27,0.852,10,37,47,30,10,5,16,29,129,"True","2025-03-13 19:00:00","Regular Season",20062,624,"0",0,"0","Brian Keefe","home",13.5,234.5,NA,NA,NA,NA,0,1
"1969","202503130GSW","GSW","home",240,45,78,0.577,22,39,0.564,18,24,0.75,7,36,43,35,8,5,16,21,130,"True","2025-03-13 22:00:00","Regular Season",18064,1000011,"0",0,"0","Steve Kerr","home",7.5,233.5,NA,NA,NA,NA,1,1
"1970","202503130GSW","SAC","away",240,37,79,0.468,14,37,0.378,16,22,0.727,5,25,30,25,7,4,15,15,104,"False","2025-03-13 22:00:00","Regular Season",18064,1000011,"0",0,"0","Doug Christie","home",7.5,233.5,NA,NA,NA,NA,1,1
"1971","202503130MIL","MIL","home",240,41,86,0.477,17,40,0.425,27,33,0.818,7,41,48,30,9,8,12,21,126,"True","2025-03-13 19:30:00","Regular Season",18017,642,"0",0,"0","Doc Rivers","home",6.5,226.5,NA,NA,NA,NA,1,1
"1972","202503130MIL","LAL","away",240,38,87,0.437,15,40,0.375,15,18,0.833,5,33,38,18,3,4,14,23,106,"False","2025-03-13 19:30:00","Regular Season",18017,642,"0",0,"0","JJ Redick","home",6.5,226.5,NA,NA,NA,NA,1,1
"1973","202503130NOP","NOP","home",240,35,79,0.443,7,25,0.28,16,21,0.762,11,29,40,23,3,4,13,16,93,"False","2025-03-13 20:00:00","Regular Season",16323,160,"0",0,"0","Willie Green","away",2.5,215.5,NA,NA,NA,NA,1,0
"1974","202503130NOP","ORL","away",240,43,83,0.518,13,33,0.394,14,18,0.778,8,31,39,25,7,7,11,20,113,"True","2025-03-13 20:00:00","Regular Season",16323,160,"0",0,"0","Jamahl Mosley","away",2.5,215.5,NA,NA,NA,NA,1,0
"1975","202503140ATL","ATL","home",240,37,88,0.42,9,33,0.273,15,17,0.882,13,31,44,25,8,6,18,18,98,"False","2025-03-14 19:30:00","Regular Season",16561,650,"0",0,"0","Quin Snyder","away",4.5,234.5,NA,NA,NA,NA,1,0
"1976","202503140ATL","LAC","away",240,47,86,0.547,12,27,0.444,15,20,0.75,7,33,40,27,14,5,14,15,121,"True","2025-03-14 19:30:00","Regular Season",16561,650,"0",0,"0","Tyronn Lue","away",4.5,234.5,NA,NA,NA,NA,1,0
"1977","202503140DEN","DEN","home",240,44,85,0.518,13,31,0.419,30,38,0.789,9,30,39,30,7,5,12,15,131,"True","2025-03-14 21:30:00","Regular Season",19946,1000046,"0",0,"0","Michael Malone","home",15.5,229.5,NA,NA,NA,NA,0,1
"1978","202503140DEN","LAL","away",240,49,105,0.467,15,40,0.375,13,16,0.813,19,28,47,32,10,2,9,25,126,"False","2025-03-14 21:30:00","Regular Season",19946,1000046,"0",0,"0","JJ Redick","home",15.5,229.5,NA,NA,NA,NA,0,1
"1979","202503140HOU","HOU","home",240,54,105,0.514,15,31,0.484,10,12,0.833,17,50,67,27,5,6,11,13,133,"True","2025-03-14 20:00:00","Regular Season",16612,215,"0",0,"0","Ime Udoka","home",11.5,219.5,NA,NA,NA,NA,1,1
"1980","202503140HOU","DAL","away",240,39,94,0.415,8,22,0.364,10,12,0.833,6,28,34,14,4,6,8,11,96,"False","2025-03-14 20:00:00","Regular Season",16612,215,"0",0,"0","Jason Kidd","home",11.5,219.5,NA,NA,NA,NA,1,1
"1981","202503140MEM","MEM","home",240,48,97,0.495,11,36,0.306,17,21,0.81,10,35,45,25,11,3,14,25,124,"False","2025-03-14 20:00:00","Regular Season",17051,242,"0",0,"0","Taylor Jenkins","away",1.5,243.5,NA,NA,NA,NA,1,1
"1982","202503140MEM","CLE","away",240,44,88,0.5,19,51,0.373,26,33,0.788,8,35,43,32,9,4,16,17,133,"True","2025-03-14 20:00:00","Regular Season",17051,242,"0",0,"0","Kenny Atkinson","away",1.5,243.5,NA,NA,NA,NA,1,1
"1983","202503140MIA","MIA","home",240,34,75,0.453,13,34,0.382,10,17,0.588,7,31,38,18,10,4,18,12,91,"False","2025-03-14 19:00:00","Regular Season",19719,1000100,"0",0,"0","Erik Spoelstra","away",8.5,211.5,NA,NA,NA,NA,1,0
"1984","202503140MIA","BOS","away",240,36,83,0.434,19,50,0.38,12,13,0.923,9,32,41,18,8,4,15,17,103,"True","2025-03-14 19:00:00","Regular Season",19719,1000100,"0",0,"0","Joe Mazzulla","away",8.5,211.5,NA,NA,NA,NA,1,0
"1985","202503140MIN","MIN","home",240,42,80,0.525,14,33,0.424,20,28,0.714,6,39,45,26,8,6,16,21,118,"True","2025-03-14 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",10.5,208.5,NA,NA,NA,NA,0,1
"1986","202503140MIN","ORL","away",240,40,89,0.449,12,28,0.429,19,22,0.864,6,25,31,18,9,5,11,22,111,"False","2025-03-14 20:00:00","Regular Season",18978,61,"0",0,"0","Jamahl Mosley","home",10.5,208.5,NA,NA,NA,NA,0,1
"1987","202503140PHI","PHI","home",240,37,82,0.451,11,38,0.289,15,22,0.682,11,32,43,13,7,9,16,19,100,"False","2025-03-14 19:00:00","Regular Season",19758,419,"0",0,"0","Nick Nurse","away",12.5,233.5,NA,NA,NA,NA,0,0
"1988","202503140PHI","IND","away",240,44,89,0.494,10,35,0.286,14,18,0.778,12,33,45,31,6,4,11,17,112,"True","2025-03-14 19:00:00","Regular Season",19758,419,"0",0,"0","Rick Carlisle","away",12.5,233.5,NA,NA,NA,NA,0,0
"1989","202503140PHO","PHO","home",240,41,79,0.519,24,43,0.558,16,19,0.842,7,27,34,33,12,3,14,15,122,"True","2025-03-14 22:00:00","Regular Season",17071,1000145,"0",0,"0","Mike Budenholzer","home",1.5,231.5,NA,NA,NA,NA,1,0
"1990","202503140PHO","SAC","away",240,40,81,0.494,8,32,0.25,18,20,0.9,12,28,40,25,7,1,19,18,106,"False","2025-03-14 22:00:00","Regular Season",17071,1000145,"0",0,"0","Doug Christie","home",1.5,231.5,NA,NA,NA,NA,1,0
"1991","202503140SAS","SAS","home",240,48,95,0.505,21,46,0.457,17,22,0.773,17,19,36,27,14,5,14,17,134,"False","2025-03-14 20:00:00","Regular Season",18510,1000118,"0",0,"0","Mitch Johnson","home",2.5,232.5,NA,NA,NA,NA,0,1
"1992","202503140SAS","CHO","away",240,51,85,0.6,26,46,0.565,17,19,0.895,8,26,34,42,7,2,20,17,145,"True","2025-03-14 20:00:00","Regular Season",18510,1000118,"0",0,"0","Charles Lee","home",2.5,232.5,NA,NA,NA,NA,0,1
"1993","202503140UTA","UTA","home",240,39,89,0.438,16,38,0.421,24,31,0.774,6,29,35,23,12,2,17,25,118,"False","2025-03-14 21:30:00","Regular Season",18175,1000106,"0",0,"0","Will Hardy","home",1.5,237.5,NA,NA,NA,NA,0,1
"1994","202503140UTA","TOR","away",240,44,91,0.484,12,32,0.375,26,35,0.743,10,41,51,28,9,6,15,26,126,"True","2025-03-14 21:30:00","Regular Season",18175,1000106,"0",0,"0","Darko Rajakovic","home",1.5,237.5,NA,NA,NA,NA,0,1
"1995","202503150BRK","BRK","home",240,42,90,0.467,20,46,0.435,9,13,0.692,18,27,45,34,4,3,9,21,113,"False","2025-03-15 18:00:00","Regular Season",18016,461,"0",0,"0","Jordi Fernandez","away",11.5,218.5,NA,NA,NA,NA,0,1
"1996","202503150BRK","BOS","away",240,44,84,0.524,13,38,0.342,14,19,0.737,13,25,38,29,5,7,8,14,115,"True","2025-03-15 18:00:00","Regular Season",18016,461,"0",0,"0","Joe Mazzulla","away",11.5,218.5,NA,NA,NA,NA,0,1
"1997","202503150DEN","DEN","home",240,48,95,0.505,12,34,0.353,15,17,0.882,10,32,42,40,12,8,18,20,123,"False","2025-03-15 21:00:00","Regular Season",19833,1000046,"0",0,"0","Michael Malone","home",12.5,242.5,NA,NA,NA,NA,0,1
"1998","202503150DEN","WAS","away",240,46,95,0.484,19,45,0.422,15,17,0.882,13,31,44,34,11,4,17,17,126,"True","2025-03-15 21:00:00","Regular Season",19833,1000046,"0",0,"0","Brian Keefe","home",12.5,242.5,NA,NA,NA,NA,0,1
"1999","202503150DET","DET","home",240,42,88,0.477,14,33,0.424,9,13,0.692,6,33,39,29,8,3,17,21,107,"False","2025-03-15 19:00:00","Regular Season",20062,624,"0",0,"0","J.B. Bickerstaff","away",4.5,230.5,NA,NA,NA,NA,1,0
"2000","202503150DET","OKC","away",240,43,89,0.483,10,34,0.294,17,22,0.773,10,34,44,17,11,8,18,20,113,"True","2025-03-15 19:00:00","Regular Season",20062,624,"0",0,"0","Mark Daigneault","away",4.5,230.5,NA,NA,NA,NA,1,0
"2001","202503150GSW","GSW","home",240,33,83,0.398,13,41,0.317,18,22,0.818,10,35,45,25,7,5,11,13,97,"True","2025-03-15 20:30:00","Regular Season",18064,1000011,"0",0,"0","Steve Kerr","home",6.5,228.5,NA,NA,NA,NA,0,0
"2002","202503150GSW","NYK","away",240,37,86,0.43,9,24,0.375,11,13,0.846,13,36,49,20,6,6,13,16,94,"False","2025-03-15 20:30:00","Regular Season",18064,1000011,"0",0,"0","Tom Thibodeau","home",6.5,228.5,NA,NA,NA,NA,0,0
"2003","202503150HOU","HOU","home",240,44,98,0.449,14,44,0.318,15,26,0.577,16,38,54,24,4,6,14,18,117,"True","2025-03-15 20:00:00","Regular Season",18055,215,"0",0,"0","Ime Udoka","home",8.5,229.5,NA,NA,NA,NA,0,1
"2004","202503150HOU","CHI","away",240,43,93,0.462,14,38,0.368,14,16,0.875,5,31,36,24,6,5,11,23,114,"False","2025-03-15 20:00:00","Regular Season",18055,215,"0",0,"0","Billy Donovan","home",8.5,229.5,NA,NA,NA,NA,0,1
"2005","202503150MEM","MEM","home",240,51,92,0.554,12,31,0.387,11,12,0.917,11,40,51,31,7,6,11,16,125,"True","2025-03-15 20:00:00","Regular Season",17794,242,"0",0,"0","Taylor Jenkins","home",5.5,224.5,NA,NA,NA,NA,1,0
"2006","202503150MEM","MIA","away",240,35,88,0.398,9,37,0.243,12,15,0.8,10,27,37,24,6,4,14,16,91,"False","2025-03-15 20:00:00","Regular Season",17794,242,"0",0,"0","Erik Spoelstra","home",5.5,224.5,NA,NA,NA,NA,1,0
"2007","202503150MIL","MIL","home",240,43,79,0.544,15,37,0.405,25,26,0.962,7,38,45,28,9,4,17,16,126,"True","2025-03-15 20:00:00","Regular Season",17729,642,"0",0,"0","Doc Rivers","home",3.5,236.5,NA,NA,NA,NA,1,1
"2008","202503150MIL","IND","away",240,46,96,0.479,17,43,0.395,10,13,0.769,10,22,32,29,9,4,12,15,119,"False","2025-03-15 20:00:00","Regular Season",17729,642,"0",0,"0","Rick Carlisle","home",3.5,236.5,NA,NA,NA,NA,1,1
"2009","202503150SAS","SAS","home",240,39,84,0.464,16,39,0.41,25,33,0.758,8,29,37,26,10,2,10,15,119,"True","2025-03-15 20:30:00","Regular Season",18549,1000118,"0",0,"0","Mitch Johnson","home",0.5,235.5,NA,NA,NA,NA,1,0
"2010","202503150SAS","NOP","away",240,46,92,0.5,12,35,0.343,11,11,1,12,40,52,34,2,3,18,20,115,"False","2025-03-15 20:30:00","Regular Season",18549,1000118,"0",0,"0","Willie Green","home",0.5,235.5,NA,NA,NA,NA,1,0
"2011","202503160BRK","BRK","home",240,43,90,0.478,17,35,0.486,19,23,0.826,12,28,40,33,7,5,17,18,122,"True","2025-03-16 18:00:00","Regular Season",17926,461,"0",0,"0","Jordi Fernandez","away",6.5,228.5,NA,NA,NA,NA,0,1
"2012","202503160BRK","ATL","away",240,42,90,0.467,11,37,0.297,19,24,0.792,10,28,38,27,12,11,14,17,114,"False","2025-03-16 18:00:00","Regular Season",17926,461,"0",0,"0","Quin Snyder","away",6.5,228.5,NA,NA,NA,NA,0,1
"2013","202503160CLE","CLE","home",240,40,96,0.417,10,40,0.25,13,20,0.65,16,32,48,21,7,1,14,22,103,"False","2025-03-16 13:00:00","Regular Season",19432,1000144,"0",0,"0","Kenny Atkinson","home",10.5,222.5,NA,NA,NA,NA,0,0
"2014","202503160CLE","ORL","away",240,34,81,0.42,13,31,0.419,27,34,0.794,13,34,47,21,11,3,18,20,108,"True","2025-03-16 13:00:00","Regular Season",19432,1000144,"0",0,"0","Jamahl Mosley","home",10.5,222.5,NA,NA,NA,NA,0,0
"2015","202503160DAL","DAL","home",240,46,87,0.529,10,34,0.294,23,30,0.767,10,35,45,26,4,3,15,19,125,"False","2025-03-16 13:00:00","Regular Season",19825,193,"0",0,"0","Jason Kidd","home",6.5,224.5,NA,NA,NA,NA,0,1
"2016","202503160DAL","PHI","away",240,48,92,0.522,14,36,0.389,20,24,0.833,9,30,39,21,13,3,11,21,130,"True","2025-03-16 13:00:00","Regular Season",19825,193,"0",0,"0","Nick Nurse","home",6.5,224.5,NA,NA,NA,NA,0,1
"2017","202503160LAC","LAC","home",240,45,93,0.484,13,26,0.5,20,23,0.87,17,41,58,30,10,5,11,12,123,"True","2025-03-16 13:00:00","Regular Season",17927,1000137,"0",0,"0","Tyronn Lue","home",13.5,224.5,NA,NA,NA,NA,1,0
"2018","202503160LAC","CHO","away",240,37,94,0.394,6,33,0.182,8,9,0.889,11,33,44,27,5,5,11,18,88,"False","2025-03-16 13:00:00","Regular Season",17927,1000137,"0",0,"0","Charles Lee","home",13.5,224.5,NA,NA,NA,NA,1,0
"2019","202503160LAL","LAL","home",240,35,81,0.432,14,39,0.359,23,32,0.719,7,33,40,22,7,5,10,20,107,"True","2025-03-16 15:30:00","Regular Season",18997,1000069,"0",0,"0","JJ Redick","home",3.5,226.5,NA,NA,NA,NA,1,0
"2020","202503160LAL","PHO","away",240,35,89,0.393,9,41,0.22,17,21,0.81,14,37,51,25,4,4,14,27,96,"False","2025-03-16 15:30:00","Regular Season",18997,1000069,"0",0,"0","Mike Budenholzer","home",3.5,226.5,NA,NA,NA,NA,1,0
"2021","202503160MIL","MIL","home",240,33,83,0.398,13,34,0.382,26,33,0.788,9,25,34,21,7,8,9,23,105,"False","2025-03-16 21:00:00","Regular Season",17341,642,"0",0,"0","Doc Rivers","away",5.5,233.5,NA,NA,NA,NA,1,0
"2022","202503160MIL","OKC","away",240,46,89,0.517,10,29,0.345,19,25,0.76,8,42,50,30,3,3,10,20,121,"True","2025-03-16 21:00:00","Regular Season",17341,642,"0",0,"0","Mark Daigneault","away",5.5,233.5,NA,NA,NA,NA,1,0
"2023","202503160MIN","MIN","home",240,48,97,0.495,14,43,0.326,18,26,0.692,16,33,49,30,14,6,10,16,128,"True","2025-03-16 19:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",13.5,231.5,NA,NA,NA,NA,1,0
"2024","202503160MIN","UTA","away",240,39,90,0.433,12,38,0.316,12,15,0.8,10,34,44,23,4,0,22,20,102,"False","2025-03-16 19:00:00","Regular Season",18978,61,"0",0,"0","Will Hardy","home",13.5,231.5,NA,NA,NA,NA,1,0
"2025","202503160POR","POR","home",240,36,88,0.409,18,50,0.36,15,18,0.833,19,32,51,21,10,7,22,20,105,"True","2025-03-16 18:00:00","Regular Season",18154,51,"0",0,"0","Chauncey Billups","home",7.5,226.5,NA,NA,NA,NA,0,0
"2026","202503160POR","TOR","away",240,38,94,0.404,10,31,0.323,16,20,0.8,19,28,47,29,12,0,18,22,102,"False","2025-03-16 18:00:00","Regular Season",18154,51,"0",0,"0","Darko Rajakovic","home",7.5,226.5,NA,NA,NA,NA,0,0
