"","gameid","date","type","teamid","team","home","away","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","X...","win","season","at.home","div","opponent"
"1142",22300541,"2024-01-12","regular",1610612759,"SAS","SAS","CHA",48,135,45,87,51.7,18,38,47.4,27,34,79.4,7,38,45,31,15,9,7,20,36,"Yes",2024,TRUE,"West","CHA"
"1143",22300542,"2024-01-13","regular",1610612738,"BOS","BOS","HOU",48,145,51,95,53.7,24,47,51.1,19,25,76,10,40,50,26,12,7,8,21,32,"Yes",2024,TRUE,"East","HOU"
"1144",22300542,"2024-01-13","regular",1610612745,"HOU","BOS","HOU",48,113,40,99,40.4,7,30,23.3,26,30,86.7,15,35,50,20,13,10,3,18,-32,"No",2024,FALSE,"West","BOS"
"1145",22300543,"2024-01-13","regular",1610612737,"ATL","ATL","WAS",48,99,32,93,34.4,11,40,27.5,24,33,72.7,16,34,50,21,16,9,7,20,-28,"No",2024,TRUE,"East","WAS"
"1146",22300543,"2024-01-13","regular",1610612764,"WAS","ATL","WAS",48,127,47,97,48.5,12,32,37.5,21,26,80.8,12,42,54,32,12,10,9,22,28,"Yes",2024,FALSE,"East","ATL"
"1147",22300544,"2024-01-13","regular",1610612763,"MEM","MEM","NYK",48,94,36,87,41.4,9,38,23.7,13,15,86.7,9,26,35,27,12,14,6,16,-12,"No",2024,TRUE,"West","NYK"
"1148",22300544,"2024-01-13","regular",1610612752,"NYK","MEM","NYK",48,106,40,83,48.2,13,38,34.2,13,19,68.4,15,41,56,25,23,11,11,15,12,"Yes",2024,FALSE,"East","MEM"
"1149",22300545,"2024-01-13","regular",1610612744,"GSW","MIL","GSW",48,118,47,98,48,15,36,41.7,9,14,64.3,12,29,41,23,8,5,4,16,-11,"No",2024,FALSE,"West","MIL"
"1150",22300545,"2024-01-13","regular",1610612749,"MIL","MIL","GSW",48,129,51,94,54.3,13,31,41.9,14,17,82.4,14,36,50,33,12,6,5,15,11,"Yes",2024,TRUE,"East","GSW"
"1151",22300546,"2024-01-13","regular",1610612760,"OKC","OKC","ORL",48,112,43,94,45.7,8,36,22.2,18,21,85.7,12,34,46,23,9,9,4,19,12,"Yes",2024,TRUE,"West","ORL"
"1152",22300546,"2024-01-13","regular",1610612753,"ORL","OKC","ORL",48,100,39,84,46.4,7,35,20,15,24,62.5,11,39,50,21,16,5,8,22,-12,"No",2024,FALSE,"East","OKC"
"1153",22300547,"2024-01-13","regular",1610612742,"DAL","DAL","NOP",48,108,37,82,45.1,15,41,36.6,19,20,95,9,25,34,23,12,6,1,25,-10,"No",2024,TRUE,"West","NOP"
"1154",22300547,"2024-01-13","regular",1610612740,"NOP","DAL","NOP",48,118,39,79,49.4,12,30,40,28,37,75.7,14,30,44,29,11,7,4,20,10,"Yes",2024,FALSE,"West","DAL"
"1155",22300548,"2024-01-13","regular",1610612741,"CHI","SAS","CHI",48,122,46,90,51.1,15,34,44.1,15,20,75,7,40,47,31,9,5,8,18,6,"Yes",2024,FALSE,"East","SAS"
"1156",22300548,"2024-01-13","regular",1610612759,"SAS","SAS","CHI",48,116,39,95,41.1,18,46,39.1,20,23,87,12,35,47,26,9,7,4,19,-6,"No",2024,TRUE,"West","CHI"
"1157",22300549,"2024-01-13","regular",1610612747,"LAL","UTA","LAL",48,125,46,92,50,13,29,44.8,20,24,83.3,7,33,40,30,12,6,8,23,-7,"No",2024,FALSE,"West","UTA"
"1158",22300549,"2024-01-13","regular",1610612762,"UTA","UTA","LAL",48,132,42,93,45.2,12,37,32.4,36,39,92.3,13,39,52,28,10,7,5,20,7,"Yes",2024,TRUE,"West","LAL"
"1159",22300550,"2024-01-14","regular",1610612743,"DEN","DEN","IND",48,117,46,71,64.8,10,20,50,15,23,65.2,4,36,40,31,22,8,3,18,8,"Yes",2024,TRUE,"West","IND"
"1160",22300550,"2024-01-14","regular",1610612754,"IND","DEN","IND",48,109,43,92,46.7,8,29,27.6,15,22,68.2,14,23,37,28,13,11,1,21,-8,"No",2024,FALSE,"East","DEN"
"1161",22300551,"2024-01-14","regular",1610612766,"CHA","MIA","CHA",48,87,33,95,34.7,10,41,24.4,11,15,73.3,17,33,50,17,15,5,3,17,-17,"No",2024,FALSE,"East","MIA"
"1162",22300551,"2024-01-14","regular",1610612748,"MIA","MIA","CHA",48,104,40,81,49.4,11,25,44,13,16,81.3,4,40,44,27,14,6,6,15,17,"Yes",2024,TRUE,"East","CHA"
"1163",22300552,"2024-01-14","regular",1610612749,"MIL","MIL","SAC",53,143,48,92,52.2,20,43,46.5,27,32,84.4,4,36,40,31,14,5,3,22,1,"Yes",2024,TRUE,"East","SAC"
"1164",22300552,"2024-01-14","regular",1610612758,"SAC","MIL","SAC",53,142,55,105,52.4,17,41,41.5,15,20,75,9,38,47,34,9,6,2,19,-1,"No",2024,FALSE,"West","MIL"
"1165",22300553,"2024-01-14","regular",1610612746,"LAC","MIN","LAC",48,105,36,83,43.4,17,39,43.6,16,18,88.9,7,27,34,28,11,9,4,24,-4,"No",2024,FALSE,"West","MIN"
"1166",22300553,"2024-01-14","regular",1610612750,"MIN","MIN","LAC",48,109,38,67,56.7,13,26,50,20,31,64.5,6,35,41,25,19,8,5,23,4,"Yes",2024,TRUE,"West","LAC"
"1167",22300554,"2024-01-14","regular",1610612756,"PHX","POR","PHX",48,127,46,76,60.5,13,28,46.4,22,27,81.5,7,34,41,27,14,7,5,20,11,"Yes",2024,FALSE,"West","POR"
"1168",22300554,"2024-01-14","regular",1610612757,"POR","POR","PHX",48,116,40,89,44.9,20,42,47.6,16,22,72.7,12,24,36,23,14,8,1,21,-11,"No",2024,TRUE,"West","PHX"
"1169",22300555,"2024-01-15","regular",1610612745,"HOU","PHI","HOU",48,115,44,88,50,8,27,29.6,19,32,59.4,16,30,46,21,13,7,9,23,-9,"No",2024,FALSE,"West","PHI"
"1170",22300555,"2024-01-15","regular",1610612755,"PHI","PHI","HOU",48,124,40,83,48.2,15,31,48.4,29,34,85.3,8,33,41,25,11,8,4,24,9,"Yes",2024,TRUE,"East","HOU"
"1171",22300556,"2024-01-15","regular",1610612742,"DAL","DAL","NOP",48,125,39,85,45.9,18,43,41.9,29,35,82.9,13,29,42,24,12,4,6,29,5,"Yes",2024,TRUE,"West","NOP"
"1172",22300556,"2024-01-15","regular",1610612740,"NOP","DAL","NOP",48,120,41,81,50.6,7,23,30.4,31,41,75.6,8,29,37,21,10,9,2,28,-5,"No",2024,FALSE,"West","DAL"
"1173",22300557,"2024-01-15","regular",1610612752,"NYK","NYK","ORL",48,94,33,83,39.8,13,40,32.5,15,22,68.2,13,28,41,20,10,3,3,20,-4,"No",2024,TRUE,"East","ORL"
"1174",22300557,"2024-01-15","regular",1610612753,"ORL","NYK","ORL",48,98,38,85,44.7,8,29,27.6,14,21,66.7,13,33,46,26,8,2,3,20,4,"Yes",2024,FALSE,"East","NYK"
"1175",22300558,"2024-01-15","regular",1610612765,"DET","WAS","DET",48,129,50,90,55.6,12,31,38.7,17,23,73.9,12,40,52,30,16,4,10,13,12,"Yes",2024,FALSE,"East","WAS"
"1176",22300558,"2024-01-15","regular",1610612764,"WAS","WAS","DET",48,117,44,95,46.3,19,41,46.3,10,11,90.9,8,25,33,30,8,8,7,19,-12,"No",2024,TRUE,"East","DET"
"1177",22300559,"2024-01-15","regular",1610612737,"ATL","ATL","SAS",48,109,40,93,43,13,38,34.2,16,21,76.2,13,44,57,24,20,8,6,19,10,"Yes",2024,TRUE,"East","SAS"
"1178",22300559,"2024-01-15","regular",1610612759,"SAS","ATL","SAS",48,99,38,95,40,11,42,26.2,12,17,70.6,9,35,44,27,18,10,8,18,-10,"No",2024,FALSE,"West","ATL"
"1179",22300560,"2024-01-15","regular",1610612744,"GSW","MEM","GSW",48,107,44,90,48.9,10,31,32.3,9,10,90,7,38,45,28,19,4,6,25,-9,"No",2024,FALSE,"West","MEM"
"1180",22300560,"2024-01-15","regular",1610612763,"MEM","MEM","GSW",48,116,32,86,37.2,20,54,37,32,40,80,11,31,42,24,13,13,10,12,9,"Yes",2024,TRUE,"West","GSW"
"1181",22300561,"2024-01-15","regular",1610612741,"CHI","CLE","CHI",48,91,35,83,42.2,9,32,28.1,12,16,75,6,37,43,21,19,8,6,17,-18,"No",2024,FALSE,"East","CLE"
"1182",22300561,"2024-01-15","regular",1610612739,"CLE","CLE","CHI",48,109,39,95,41.1,20,57,35.1,11,11,100,13,35,48,28,14,9,3,14,18,"Yes",2024,TRUE,"East","CHI"
"1183",22300562,"2024-01-15","regular",1610612751,"BKN","BKN","MIA",53,95,34,99,34.3,12,55,21.8,15,16,93.8,9,41,50,26,8,9,9,17,-1,"No",2024,TRUE,"East","MIA"
"1184",22300562,"2024-01-15","regular",1610612748,"MIA","BKN","MIA",53,96,33,87,37.9,8,31,25.8,22,25,88,6,48,54,22,13,6,4,16,1,"Yes",2024,FALSE,"East","BKN"
"1185",22300563,"2024-01-15","regular",1610612738,"BOS","TOR","BOS",48,105,33,82,40.2,16,39,41,23,25,92,5,48,53,20,13,3,7,16,9,"Yes",2024,FALSE,"East","TOR"
"1186",22300563,"2024-01-15","regular",1610612761,"TOR","TOR","BOS",48,96,38,95,40,4,32,12.5,16,21,76.2,9,43,52,25,7,6,2,21,-9,"No",2024,TRUE,"East","BOS"
"1187",22300564,"2024-01-15","regular",1610612754,"IND","UTA","IND",48,105,38,95,40,9,31,29,20,25,80,18,25,43,27,14,9,4,31,-27,"No",2024,FALSE,"East","UTA"
"1188",22300564,"2024-01-15","regular",1610612762,"UTA","UTA","IND",48,132,45,81,55.6,11,25,44,31,35,88.6,10,36,46,29,15,5,8,17,27,"Yes",2024,TRUE,"West","IND"
"1189",22300565,"2024-01-15","regular",1610612747,"LAL","LAL","OKC",48,112,44,84,52.4,8,24,33.3,16,18,88.9,8,36,44,30,17,7,9,12,7,"Yes",2024,TRUE,"West","OKC"
"1190",22300565,"2024-01-15","regular",1610612760,"OKC","LAL","OKC",48,105,40,96,41.7,15,49,30.6,10,11,90.9,13,27,40,23,11,11,6,18,-7,"No",2024,FALSE,"West","LAL"
"1191",22300566,"2024-01-16","regular",1610612743,"DEN","PHI","DEN",48,121,45,89,50.6,12,29,41.4,19,25,76,16,30,46,23,11,4,3,19,-5,"No",2024,FALSE,"West","PHI"
"1192",22300566,"2024-01-16","regular",1610612755,"PHI","PHI","DEN",48,126,43,76,56.6,15,31,48.4,25,34,73.5,5,27,32,27,8,6,7,21,5,"Yes",2024,TRUE,"East","DEN"
"1193",22300567,"2024-01-16","regular",1610612756,"PHX","PHX","SAC",48,119,42,85,49.4,17,37,45.9,18,20,90,8,38,46,32,20,7,6,15,2,"Yes",2024,TRUE,"West","SAC"
"1194",22300567,"2024-01-16","regular",1610612758,"SAC","PHX","SAC",48,117,46,92,50,18,40,45,7,12,58.3,5,26,31,34,14,7,4,20,-2,"No",2024,FALSE,"West","PHX"
"1195",22300568,"2024-01-16","regular",1610612746,"LAC","LAC","OKC",48,128,47,87,54,20,43,46.5,14,23,60.9,12,27,39,30,10,5,10,18,11,"Yes",2024,TRUE,"West","OKC"
"1196",22300568,"2024-01-16","regular",1610612760,"OKC","LAC","OKC",48,117,42,83,50.6,16,34,47.1,17,20,85,9,26,35,30,12,5,5,19,-11,"No",2024,FALSE,"West","LAC"
"1197",22300569,"2024-01-17","regular",1610612765,"DET","DET","MIN",48,117,46,89,51.7,12,31,38.7,13,19,68.4,8,32,40,30,12,4,7,18,-7,"No",2024,TRUE,"East","MIN"
"1198",22300569,"2024-01-17","regular",1610612750,"MIN","DET","MIN",48,124,47,93,50.5,15,30,50,15,21,71.4,9,33,42,32,11,7,5,14,7,"Yes",2024,FALSE,"West","DET"
"1199",22300570,"2024-01-17","regular",1610612737,"ATL","ATL","ORL",48,106,39,76,51.3,8,25,32,20,22,90.9,10,31,41,21,23,8,2,17,2,"Yes",2024,TRUE,"East","ORL"
"1200",22300570,"2024-01-17","regular",1610612753,"ORL","ATL","ORL",48,104,39,88,44.3,10,35,28.6,16,22,72.7,16,24,40,18,13,16,8,22,-2,"No",2024,FALSE,"East","ATL"
"1201",22300571,"2024-01-17","regular",1610612738,"BOS","BOS","SAS",48,117,42,90,46.7,18,38,47.4,15,19,78.9,12,42,54,22,14,5,6,15,19,"Yes",2024,TRUE,"East","SAS"
"1202",22300571,"2024-01-17","regular",1610612759,"SAS","BOS","SAS",48,98,39,93,41.9,7,34,20.6,13,16,81.3,11,30,41,26,10,5,3,15,-19,"No",2024,FALSE,"West","BOS"
"1203",22300572,"2024-01-17","regular",1610612739,"CLE","CLE","MIL",48,135,55,93,59.1,12,28,42.9,13,19,68.4,11,44,55,36,11,5,3,9,40,"Yes",2024,TRUE,"East","MIL"
"1204",22300572,"2024-01-17","regular",1610612749,"MIL","CLE","MIL",48,95,38,95,40,12,42,28.6,7,10,70,9,27,36,19,10,6,6,18,-40,"No",2024,FALSE,"East","CLE"
"1205",22300573,"2024-01-17","regular",1610612745,"HOU","NYK","HOU",48,94,35,84,41.7,8,30,26.7,16,19,84.2,6,32,38,23,10,6,9,18,-15,"No",2024,FALSE,"West","NYK"
"1206",22300573,"2024-01-17","regular",1610612752,"NYK","NYK","HOU",48,109,39,87,44.8,13,37,35.1,18,22,81.8,12,39,51,24,15,6,5,20,15,"Yes",2024,TRUE,"East","HOU"
"1207",22300574,"2024-01-17","regular",1610612748,"MIA","TOR","MIA",48,97,41,90,45.6,6,28,21.4,9,12,75,12,25,37,24,14,4,5,13,-24,"No",2024,FALSE,"East","TOR"
"1208",22300574,"2024-01-17","regular",1610612761,"TOR","TOR","MIA",48,121,45,88,51.1,20,38,52.6,11,18,61.1,13,32,45,34,12,9,4,14,24,"Yes",2024,TRUE,"East","MIA"
"1209",22300575,"2024-01-17","regular",1610612766,"CHA","NOP","CHA",48,112,39,90,43.3,19,45,42.2,15,18,83.3,15,26,41,29,14,7,8,19,-20,"No",2024,FALSE,"East","NOP"
"1210",22300575,"2024-01-17","regular",1610612740,"NOP","NOP","CHA",48,132,44,88,50,25,47,53.2,19,23,82.6,16,34,50,32,13,11,3,14,20,"Yes",2024,TRUE,"West","CHA"
"1211",22300577,"2024-01-17","regular",1610612742,"DAL","LAL","DAL",48,110,42,91,46.2,11,40,27.5,15,18,83.3,11,32,43,26,15,4,5,19,-17,"No",2024,FALSE,"West","LAL"
"1212",22300577,"2024-01-17","regular",1610612747,"LAL","LAL","DAL",48,127,49,91,53.8,12,28,42.9,17,24,70.8,9,36,45,33,11,8,1,15,17,"Yes",2024,TRUE,"West","DAL"
"1213",22300578,"2024-01-17","regular",1610612751,"BKN","POR","BKN",48,103,35,73,47.9,15,38,39.5,18,27,66.7,6,27,33,28,11,9,3,14,-2,"No",2024,FALSE,"East","POR"
"1214",22300578,"2024-01-17","regular",1610612757,"POR","POR","BKN",48,105,42,86,48.8,9,27,33.3,12,14,85.7,10,31,41,21,13,2,2,16,2,"Yes",2024,TRUE,"West","BKN"
"1215",22300579,"2024-01-18","regular",1610612752,"NYK","NYK","WAS",48,113,39,86,45.3,13,38,34.2,22,26,84.6,7,40,47,22,17,6,5,18,4,"Yes",2024,TRUE,"East","WAS"
"1216",22300579,"2024-01-18","regular",1610612764,"WAS","NYK","WAS",48,109,41,90,45.6,10,31,32.3,17,22,77.3,9,37,46,31,12,9,4,24,-4,"No",2024,FALSE,"East","NYK"
"1217",22300580,"2024-01-18","regular",1610612741,"CHI","TOR","CHI",48,116,48,91,52.7,6,24,25,14,17,82.4,9,33,42,30,12,7,5,22,6,"Yes",2024,FALSE,"East","TOR"
"1218",22300580,"2024-01-18","regular",1610612761,"TOR","TOR","CHI",48,110,42,83,50.6,10,38,26.3,16,20,80,7,31,38,31,14,7,5,18,-6,"No",2024,TRUE,"East","CHI"
"1219",22300581,"2024-01-18","regular",1610612760,"OKC","UTA","OKC",48,134,48,86,55.8,14,32,43.8,24,28,85.7,7,31,38,36,16,8,10,29,5,"Yes",2024,FALSE,"West","UTA"
"1220",22300581,"2024-01-18","regular",1610612762,"UTA","UTA","OKC",48,129,43,89,48.3,13,32,40.6,30,36,83.3,11,27,38,33,15,7,4,21,-5,"No",2024,TRUE,"West","OKC"
"1221",22300582,"2024-01-18","regular",1610612763,"MEM","MIN","MEM",48,103,39,85,45.9,14,34,41.2,11,17,64.7,8,26,34,22,15,9,4,23,-15,"No",2024,FALSE,"West","MIN"
"1222",22300582,"2024-01-18","regular",1610612750,"MIN","MIN","MEM",48,118,45,82,54.9,12,28,42.9,16,21,76.2,6,33,39,30,15,8,9,13,15,"Yes",2024,TRUE,"West","MEM"
"1223",22300583,"2024-01-18","regular",1610612754,"IND","SAC","IND",48,126,49,89,55.1,13,33,39.4,15,19,78.9,4,30,34,33,12,5,6,20,5,"Yes",2024,FALSE,"East","SAC"
"1224",22300583,"2024-01-18","regular",1610612758,"SAC","SAC","IND",48,121,44,85,51.8,15,37,40.5,18,32,56.3,8,30,38,27,11,7,6,20,-5,"No",2024,TRUE,"West","IND"
"1225",22300584,"2024-01-19","regular",1610612766,"CHA","CHA","SAS",48,124,47,84,56,16,29,55.2,14,16,87.5,10,30,40,25,18,9,4,16,4,"Yes",2024,TRUE,"East","SAS"
"1226",22300584,"2024-01-19","regular",1610612759,"SAS","CHA","SAS",48,120,47,84,56,15,32,46.9,11,17,64.7,7,27,34,36,13,9,3,17,-4,"No",2024,FALSE,"West","CHA"
"1227",22300585,"2024-01-19","regular",1610612753,"ORL","ORL","PHI",48,109,37,78,47.4,10,23,43.5,25,27,92.6,11,25,36,24,16,3,5,23,-15,"No",2024,TRUE,"East","PHI"
"1228",22300585,"2024-01-19","regular",1610612755,"PHI","ORL","PHI",48,124,42,87,48.3,13,30,43.3,27,29,93.1,16,26,42,23,8,11,5,23,15,"Yes",2024,FALSE,"East","ORL"
"1229",22300586,"2024-01-19","regular",1610612738,"BOS","BOS","DEN",48,100,38,89,42.7,14,44,31.8,10,14,71.4,12,26,38,21,3,5,2,17,-2,"No",2024,TRUE,"East","DEN"
"1230",22300586,"2024-01-19","regular",1610612743,"DEN","BOS","DEN",48,102,42,81,51.9,8,31,25.8,10,13,76.9,10,37,47,20,11,0,3,13,2,"Yes",2024,FALSE,"West","BOS"
"1231",22300587,"2024-01-19","regular",1610612737,"ATL","MIA","ATL",48,109,40,87,46,15,35,42.9,14,17,82.4,9,29,38,23,15,6,2,20,1,"Yes",2024,FALSE,"East","MIA"
"1232",22300587,"2024-01-19","regular",1610612748,"MIA","MIA","ATL",48,108,38,82,46.3,12,31,38.7,20,22,90.9,13,31,44,21,18,7,2,17,-1,"No",2024,TRUE,"East","ATL"
"1233",22300588,"2024-01-19","regular",1610612740,"NOP","NOP","PHX",48,109,41,93,44.1,10,42,23.8,17,23,73.9,9,33,42,27,11,4,5,16,-14,"No",2024,TRUE,"West","PHX"
"1234",22300588,"2024-01-19","regular",1610612756,"PHX","NOP","PHX",48,123,46,93,49.5,15,41,36.6,16,21,76.2,7,41,48,32,10,7,3,17,14,"Yes",2024,FALSE,"West","NOP"
"1235",22300590,"2024-01-19","regular",1610612754,"IND","POR","IND",48,115,39,91,42.9,20,47,42.6,17,25,68,6,31,37,34,14,3,6,26,-3,"No",2024,FALSE,"East","POR"
"1236",22300590,"2024-01-19","regular",1610612757,"POR","POR","IND",48,118,42,84,50,4,12,33.3,30,35,85.7,9,38,47,18,11,3,11,21,3,"Yes",2024,TRUE,"West","IND"
"1237",22300591,"2024-01-19","regular",1610612751,"BKN","LAL","BKN",48,130,50,95,52.6,19,47,40.4,11,14,78.6,8,33,41,31,11,10,4,17,18,"Yes",2024,FALSE,"East","LAL"
"1238",22300591,"2024-01-19","regular",1610612747,"LAL","LAL","BKN",48,112,40,90,44.4,12,33,36.4,20,24,83.3,10,34,44,31,14,7,3,11,-18,"No",2024,TRUE,"West","BKN"
"1239",22300592,"2024-01-20","regular",1610612765,"DET","DET","MIL",48,135,44,94,46.8,21,37,56.8,26,32,81.3,9,31,40,30,9,6,2,30,-6,"No",2024,TRUE,"East","MIL"
"1240",22300592,"2024-01-20","regular",1610612749,"MIL","DET","MIL",48,141,47,85,55.3,12,32,37.5,35,49,71.4,8,41,49,30,10,6,6,18,6,"Yes",2024,FALSE,"East","DET"
"1241",22300593,"2024-01-20","regular",1610612766,"CHA","CHA","PHI",48,89,35,85,41.2,9,37,24.3,10,14,71.4,7,40,47,23,17,2,7,20,-8,"No",2024,TRUE,"East","PHI"
"1242",22300593,"2024-01-20","regular",1610612755,"PHI","CHA","PHI",48,97,36,85,42.4,5,25,20,20,24,83.3,6,40,46,21,10,7,6,12,8,"Yes",2024,FALSE,"East","CHA"
"1243",22300594,"2024-01-20","regular",1610612759,"SAS","WAS","SAS",48,131,51,96,53.1,12,31,38.7,17,23,73.9,14,35,49,38,17,6,10,19,4,"Yes",2024,FALSE,"West","WAS"
"1244",22300594,"2024-01-20","regular",1610612764,"WAS","WAS","SAS",48,127,49,103,47.6,9,29,31,20,23,87,14,32,46,28,12,10,4,21,-4,"No",2024,TRUE,"East","SAS"
"1245",22300595,"2024-01-20","regular",1610612737,"ATL","ATL","CLE",48,95,37,93,39.8,11,38,28.9,10,15,66.7,11,34,45,25,11,5,4,15,-21,"No",2024,TRUE,"East","CLE"
"1246",22300595,"2024-01-20","regular",1610612739,"CLE","ATL","CLE",48,116,43,85,50.6,16,43,37.2,14,16,87.5,4,45,49,32,14,7,6,16,21,"Yes",2024,FALSE,"East","ATL"
"1247",22300596,"2024-01-20","regular",1610612752,"NYK","NYK","TOR",48,126,48,88,54.5,14,39,35.9,16,20,80,15,46,61,27,22,4,7,20,26,"Yes",2024,TRUE,"East","TOR"
"1248",22300596,"2024-01-20","regular",1610612761,"TOR","NYK","TOR",48,100,38,92,41.3,11,34,32.4,13,23,56.5,11,20,31,29,10,10,5,18,-26,"No",2024,FALSE,"East","NYK"
"1249",22300597,"2024-01-20","regular",1610612741,"CHI","CHI","MEM",48,125,47,91,51.6,14,33,42.4,17,21,81,13,39,52,32,12,11,5,18,29,"Yes",2024,TRUE,"East","MEM"
"1250",22300597,"2024-01-20","regular",1610612763,"MEM","CHI","MEM",48,96,32,75,42.7,13,42,31,19,23,82.6,3,29,32,28,16,6,4,13,-29,"No",2024,FALSE,"West","CHI"
"1251",22300598,"2024-01-20","regular",1610612745,"HOU","HOU","UTA",53,127,50,117,42.7,13,39,33.3,14,22,63.6,23,33,56,27,7,11,10,22,1,"Yes",2024,TRUE,"West","UTA"
"1252",22300598,"2024-01-20","regular",1610612762,"UTA","HOU","UTA",53,126,48,105,45.7,13,43,30.2,17,22,77.3,16,43,59,28,17,4,8,24,-1,"No",2024,FALSE,"West","HOU"
"1253",22300599,"2024-01-20","regular",1610612750,"MIN","MIN","OKC",48,97,31,75,41.3,14,37,37.8,21,29,72.4,9,41,50,22,21,4,7,26,-5,"No",2024,TRUE,"West","OKC"
"1254",22300599,"2024-01-20","regular",1610612760,"OKC","MIN","OKC",48,102,32,81,39.5,8,24,33.3,30,35,85.7,9,28,37,21,8,12,4,20,5,"Yes",2024,FALSE,"West","MIN"
"1255",22300600,"2024-01-21","regular",1610612751,"BKN","LAC","BKN",48,114,44,90,48.9,14,39,35.9,12,16,75,6,30,36,29,13,6,5,21,-11,"No",2024,FALSE,"East","LAC"
"1256",22300600,"2024-01-21","regular",1610612746,"LAC","LAC","BKN",48,125,42,83,50.6,13,26,50,28,33,84.8,8,37,45,26,11,6,5,18,11,"Yes",2024,TRUE,"West","BKN"
"1257",22300601,"2024-01-21","regular",1610612748,"MIA","ORL","MIA",48,87,30,80,37.5,12,37,32.4,15,18,83.3,12,24,36,22,18,9,1,22,-18,"No",2024,FALSE,"East","ORL"
"1258",22300601,"2024-01-21","regular",1610612753,"ORL","ORL","MIA",48,105,37,78,47.4,9,28,32.1,22,28,78.6,12,32,44,21,14,5,5,16,18,"Yes",2024,TRUE,"East","MIA"
"1259",22300602,"2024-01-21","regular",1610612743,"DEN","WAS","DEN",48,113,43,88,48.9,8,22,36.4,19,28,67.9,13,37,50,29,14,9,11,16,9,"Yes",2024,FALSE,"West","WAS"
"1260",22300602,"2024-01-21","regular",1610612764,"WAS","WAS","DEN",48,104,39,91,42.9,8,27,29.6,18,22,81.8,12,28,40,31,13,6,9,23,-9,"No",2024,TRUE,"East","DEN"
"1261",22300603,"2024-01-21","regular",1610612738,"BOS","HOU","BOS",48,116,43,98,43.9,17,47,36.2,13,18,72.2,16,39,55,31,16,10,12,17,9,"Yes",2024,FALSE,"East","HOU"
"1262",22300603,"2024-01-21","regular",1610612745,"HOU","HOU","BOS",48,107,41,94,43.6,10,35,28.6,15,22,68.2,11,38,49,26,15,9,3,17,-9,"No",2024,TRUE,"West","BOS"
"1263",22300604,"2024-01-21","regular",1610612754,"IND","PHX","IND",48,110,41,94,43.6,14,31,45.2,14,23,60.9,14,26,40,28,11,9,4,20,-7,"No",2024,FALSE,"East","PHX"
"1264",22300604,"2024-01-21","regular",1610612756,"PHX","PHX","IND",48,117,47,82,57.3,8,25,32,15,18,83.3,6,38,44,25,17,7,5,24,7,"Yes",2024,TRUE,"West","IND"
"1265",22300605,"2024-01-21","regular",1610612747,"LAL","LAL","POR",48,134,47,86,54.7,13,33,39.4,27,29,93.1,10,35,45,28,14,9,6,18,24,"Yes",2024,TRUE,"West","POR"
"1266",22300605,"2024-01-21","regular",1610612757,"POR","LAL","POR",48,110,42,90,46.7,9,29,31,17,20,85,10,25,35,24,14,7,5,21,-24,"No",2024,FALSE,"West","LAL"
"1267",22300606,"2024-01-22","regular",1610612765,"DET","DET","MIL",48,113,40,89,44.9,10,30,33.3,23,29,79.3,6,36,42,25,10,4,9,25,-9,"No",2024,TRUE,"East","MIL"
"1268",22300606,"2024-01-22","regular",1610612749,"MIL","DET","MIL",48,122,42,94,44.7,10,39,25.6,28,34,82.4,10,39,49,26,9,7,8,22,9,"Yes",2024,FALSE,"East","DET"
"1269",22300607,"2024-01-22","regular",1610612739,"CLE","ORL","CLE",48,126,45,80,56.3,20,38,52.6,16,22,72.7,9,30,39,29,12,10,4,20,27,"Yes",2024,FALSE,"East","ORL"
"1270",22300607,"2024-01-22","regular",1610612753,"ORL","ORL","CLE",48,99,34,74,45.9,11,29,37.9,20,30,66.7,8,26,34,25,15,7,0,17,-27,"No",2024,TRUE,"East","CLE"
"1271",22300608,"2024-01-22","regular",1610612755,"PHI","PHI","SAS",48,133,48,97,49.5,5,20,25,32,40,80,19,29,48,28,4,5,3,20,10,"Yes",2024,TRUE,"East","SAS"
"1272",22300608,"2024-01-22","regular",1610612759,"SAS","PHI","SAS",48,123,43,93,46.2,13,41,31.7,24,27,88.9,13,30,43,29,8,3,3,22,-10,"No",2024,FALSE,"West","PHI"
"1273",22300609,"2024-01-22","regular",1610612763,"MEM","TOR","MEM",48,108,44,95,46.3,13,34,38.2,7,12,58.3,19,28,47,30,16,11,8,15,8,"Yes",2024,FALSE,"West","TOR"
"1274",22300609,"2024-01-22","regular",1610612761,"TOR","TOR","MEM",48,100,35,79,44.3,8,23,34.8,22,23,95.7,12,35,47,31,17,7,8,14,-8,"No",2024,TRUE,"East","MEM"
"1275",22300610,"2024-01-22","regular",1610612766,"CHA","MIN","CHA",48,128,50,88,56.8,14,37,37.8,14,18,77.8,7,28,35,30,10,8,4,20,3,"Yes",2024,FALSE,"East","MIN"
"1276",22300610,"2024-01-22","regular",1610612750,"MIN","MIN","CHA",48,125,44,84,52.4,18,41,43.9,19,25,76,6,30,36,34,13,4,1,15,-3,"No",2024,TRUE,"West","CHA"
